Student ID,First Name,Middle Name,Last Name,Full Name,Date of Birth,Gender,Email,Enrollment Date,Status,Section,Created Date
cmlqu1z8501s8sd8cirkh35um,أمينة,,عيسى,أمينة عيسى,2019-06-05,F,student150@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu249u025gsd8c7j1ingmy,أمينة,,عيسى,أمينة عيسى,2017-12-14,F,student260@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2urq0409sd8cupsdpm8i,أمينة,,عيسى,أمينة عيسى,2009-10-03,F,student143@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu2emw02w6sd8ca19nszpm,أمينة,,عيسى,أمينة عيسى,2014-03-17,F,student678@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu22fv0214sd8cgbvbbabu,أمينة,,محمد,أمينة محمد,2018-11-11,F,student251@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu2i5a034wsd8cwx6b7jqf,أمينة,,محمد,أمينة محمد,2013-03-31,F,student655@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu1xhk01nvsd8cd6fta435,أمينة,,محمد,أمينة محمد,2019-08-14,F,student151@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2ne603iksd8cbihch8ci,أمينة,,محمد,أمينة محمد,2011-03-09,F,student844@databayt.org,2026-02-17,Active,Grade 9-A,2026-02-17
cmlqu2yq50495sd8cq5moftvj,أمينة,,محمد,أمينة محمد,2008-06-22,F,student991@databayt.org,2026-02-17,Active,Grade 12-B,2026-02-17
cmlqu1sd801ansd8cz1m3i5eb,أمينة,,محمد,أمينة محمد,2021-04-24,F,student11@databayt.org,2026-02-17,Active,Grade -1-B,2026-02-17
cmlqu2cvh02rvsd8cpad5wvry,أمينة,,محمد,أمينة محمد,2015-11-16,F,student520@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu2t0c03vksd8crmisv627,أمينة,,محمد,أمينة محمد,2010-04-10,F,student945@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu27pq02ecsd8c2meield0,أمينة,,محمد,أمينة محمد,2016-02-17,F,student349@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu26l202b6sd8c08v0m6q2,أنس,,الحسن,أنس الحسن,2017-12-03,M,student317@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2bp202oisd8caqzz9ejp,أنس,,الحسن,أنس الحسن,2015-04-10,M,student477@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu1wb701klsd8cxetctz3s,أنس,,الحسن,أنس الحسن,2020-03-08,M,student73@databayt.org,2026-02-17,Active,Grade 0-C,2026-02-17
cmlqu219j01xwsd8cezzewfwz,أنس,,الحسن,أنس الحسن,2018-03-21,M,student221@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu2rm803slsd8cgxpgf0ds,أنس,,الحسن,أنس الحسن,2010-03-22,M,student900@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu2gwv031tsd8cu3ui4wxl,أنس,,الحسن,أنس الحسن,2014-09-25,M,student605@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu2m1803f9sd8clma06l60,أنس,,الحسن,أنس الحسن,2012-09-21,M,student780@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu2x14045wsd8c5ghki9u6,أنس,,الحسن,أنس الحسن,2008-04-20,M,student345@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu2ikr0363sd8ce21eqbtm,أنس,,بشير,أنس بشير,2013-10-21,M,student587@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu2dee02t0sd8csdango57,أنس,,بشير,أنس بشير,2015-08-21,M,student589@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu1t2001bosd8c0dskytrt,أنس,,بشير,أنس بشير,2021-09-16,M,student342@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu2tgy03wzsd8comydomjl,أنس,,بشير,أنس بشير,2009-07-07,M,student975@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu2nub03jcsd8cppi579pu,أنس,,بشير,أنس بشير,2011-08-18,M,student775@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu283e02fnsd8c9qp5y509,أنس,,بشير,أنس بشير,2016-09-06,M,student368@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu1xvi01ozsd8cfc2f4l2t,أنس,,بشير,أنس بشير,2019-12-14,M,student137@databayt.org,2026-02-17,Active,Grade 1-B,2026-02-17
cmlqu22td0229sd8cvywob08p,أنس,,بشير,أنس بشير,2018-08-06,M,student291@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu2kfk03assd8ckt216l0x,أنس,,جلال,أنس جلال,2012-06-13,M,student898@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu1up501g1sd8cri9yjsqw,أنس,,جلال,أنس جلال,2020-01-06,M,student25@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu2pss03o1sd8ciol8z9ob,أنس,,جلال,أنس جلال,2011-10-16,M,student819@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu24nu026nsd8cmg3hj6fz,أنس,,جلال,أنس جلال,2017-12-11,M,student246@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu29up02k5sd8cq2pn40qj,أنس,,جلال,أنس جلال,2016-03-03,M,student496@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2vch041hsd8ch3ov3i0k,أنس,,جلال,أنس جلال,2009-12-02,M,student338@databayt.org,2026-02-17,Active,Grade 11-C,2026-02-17
cmlqu2f2702xgsd8c0gauv4fs,أنس,,جلال,أنس جلال,2014-04-26,M,student710@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu1zlt01tdsd8chhrwz3f7,أنس,,جلال,أنس جلال,2019-10-09,M,student315@databayt.org,2026-02-17,Active,Grade 1-B,2026-02-17
cmlqu2aw502m4sd8cuh1fjhf6,إنتصار,,آدم,إنتصار آدم,2015-04-22,F,student459@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu2fsv02zosd8clulv70er,إنتصار,,آدم,إنتصار آدم,2014-02-11,F,student717@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu2qnz03q8sd8cd228juog,إنتصار,,آدم,إنتصار آدم,2010-08-07,F,student831@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu2l7703cxsd8c5678mus3,إنتصار,,آدم,إنتصار آدم,2012-11-02,F,student709@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu2w4m043psd8cg3cs13x3,إنتصار,,آدم,إنتصار آدم,2008-02-03,F,student566@databayt.org,2026-02-17,Active,Grade 12-C,2026-02-17
cmlqu25kr0290sd8cclxb8wd4,إنتصار,,آدم,إنتصار آدم,2017-05-17,F,student444@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu20dl01vksd8cna3j4zcd,إنتصار,,آدم,إنتصار آدم,2018-05-24,F,student395@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu1viy01i7sd8cxwlupac2,إنتصار,,آدم,إنتصار آدم,2020-12-18,F,student99@databayt.org,2026-02-17,Active,Grade 0-C,2026-02-17
cmlqu221p0205sd8ce7fa9dmv,إنتصار,,الزين,إنتصار الزين,2018-10-26,F,student199@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu2xtr0484sd8cpm4q9j0i,إنتصار,,الزين,إنتصار الزين,2008-04-25,F,student736@databayt.org,2026-02-17,Active,Grade 12-C,2026-02-17
cmlqu2ch702qtsd8cn93dwkzg,إنتصار,,الزين,إنتصار الزين,2015-03-15,F,student478@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu2hq1033usd8ci064jb4r,إنتصار,,الزين,إنتصار الزين,2013-11-26,F,student796@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu1x3h01mgsd8ciz0s2tmn,إنتصار,,الزين,إنتصار الزين,2019-04-21,F,student147@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2myp03hesd8ci9jfgc40,إنتصار,,الزين,إنتصار الزين,2012-12-27,F,student847@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu2sld03uqsd8coo761h3c,إنتصار,,الزين,إنتصار الزين,2010-05-03,F,student919@databayt.org,2026-02-17,Active,Grade 10-A,2026-02-17
cmlqu27cd02d5sd8coch5mrkq,إنتصار,,الزين,إنتصار الزين,2016-10-12,F,student382@databayt.org,2026-02-17,Active,Grade 4-A,2026-02-17
cmlqu1ttt01dosd8cwq2xs74l,إنتصار,,علي,إنتصار علي,2021-03-13,F,student69@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu2uc703z9sd8cth9jsb44,إنتصار,,علي,إنتصار علي,2009-07-24,F,student990@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu2e9i02v0sd8cp7u40xre,إنتصار,,علي,إنتصار علي,2014-02-24,F,student657@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu28wa02hosd8c57itcrad,إنتصار,,علي,إنتصار علي,2016-12-15,F,student470@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu2jid038hsd8cph2z5s1a,إنتصار,,علي,إنتصار علي,2013-03-22,F,student745@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu23mn024gsd8cgy3bkzuu,إنتصار,,علي,إنتصار علي,2017-09-30,F,student247@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2p0d03lxsd8cq9b6m16h,إنتصار,,علي,إنتصار علي,2011-02-25,F,student936@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu1ysm01r8sd8c1qexptez,إنتصار,,علي,إنتصار علي,2019-04-24,F,student115@databayt.org,2026-02-17,Active,Grade 1-B,2026-02-17
cmlqu2vch041fsd8cw0arrvfh,إيمان,,الأمين,إيمان الأمين,2009-02-23,F,student175@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu2psw03o5sd8c3dzht3ta,إيمان,,الأمين,إيمان الأمين,2011-06-14,F,student980@databayt.org,2026-02-17,Active,Grade 9-A,2026-02-17
cmlqu1up501g0sd8clc83gfd2,إيمان,,الأمين,إيمان الأمين,2020-03-27,F,student46@databayt.org,2026-02-17,Active,Grade 0-A,2026-02-17
cmlqu29un02jusd8cw5hrt34d,إيمان,,الأمين,إيمان الأمين,2016-11-10,F,student468@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu1zlt01tfsd8cwk6bvzi3,إيمان,,الأمين,إيمان الأمين,2019-11-24,F,student265@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu24nu026jsd8ctyvdl6om,إيمان,,الأمين,إيمان الأمين,2017-05-18,F,student343@databayt.org,2026-02-17,Active,Grade 3-A,2026-02-17
cmlqu2kfi03aisd8cnjst5ofn,إيمان,,الأمين,إيمان الأمين,2012-07-05,F,student876@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu2f2702xdsd8c7ptt746a,إيمان,,الأمين,إيمان الأمين,2014-11-06,F,student625@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu2tgy03x1sd8cut0ieqq8,إيمان,,صالح,إيمان صالح,2009-11-10,F,student892@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu1xvi01oysd8cytxtx9b2,إيمان,,صالح,إيمان صالح,2019-09-13,F,student103@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2dec02swsd8chcpmmq7n,إيمان,,صالح,إيمان صالح,2015-05-05,F,student481@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu22te022dsd8cog64zu1h,إيمان,,صالح,إيمان صالح,2018-09-01,F,student263@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu1t1y01bfsd8cnd2fzsvg,إيمان,,صالح,إيمان صالح,2021-04-26,F,student43@databayt.org,2026-02-17,Active,Grade -1-B,2026-02-17
cmlqu2nud03josd8cwwmqo2a5,إيمان,,صالح,إيمان صالح,2011-08-20,F,student787@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu2ikt036bsd8c2pzlhpdu,إيمان,,صالح,إيمان صالح,2013-07-16,F,student677@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu283e02flsd8cnjz7ug4o,إيمان,,صالح,إيمان صالح,2016-05-10,F,student358@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2x14045tsd8cww19ol32,إيمان,,عثمان,إيمان عثمان,2008-01-20,F,student208@databayt.org,2026-02-17,Active,Grade 12-C,2026-02-17
cmlqu1wb601k8sd8cgr8o3v15,إيمان,,عثمان,إيمان عثمان,2020-04-21,F,student91@databayt.org,2026-02-17,Active,Grade 0-A,2026-02-17
cmlqu2rm803s8sd8c2pdtd51m,إيمان,,عثمان,إيمان عثمان,2010-09-02,F,student889@databayt.org,2026-02-17,Active,Grade 10-C,2026-02-17
cmlqu2gwv031vsd8cjce2xul6,إيمان,,عثمان,إيمان عثمان,2014-06-14,F,student633@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu219j01xtsd8c2xtz8rvw,إيمان,,عثمان,إيمان عثمان,2018-09-10,F,student236@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu2bp202ohsd8c3pgx6mol,إيمان,,عثمان,إيمان عثمان,2015-01-16,F,student547@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu2m1703evsd8c1mrhfb76,إيمان,,عثمان,إيمان عثمان,2012-08-18,F,student749@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu26l202b7sd8cuvuxswuo,إيمان,,عثمان,إيمان عثمان,2017-10-13,F,student357@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu2pss03nysd8ck425n6nw,الفاتح,,حامد,الفاتح حامد,2011-05-15,M,student979@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu24nu026psd8cftky2iy8,الفاتح,,حامد,الفاتح حامد,2017-11-17,M,student329@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu29un02jxsd8c21dcx97h,الفاتح,,حامد,الفاتح حامد,2016-10-13,M,student469@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu1zls01t4sd8cgt3axc4i,الفاتح,,حامد,الفاتح حامد,2019-12-27,M,student270@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2vcg041csd8cefvk1zc9,الفاتح,,حامد,الفاتح حامد,2009-12-21,M,student261@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu2f2702xbsd8cfrr8082o,الفاتح,,حامد,الفاتح حامد,2014-03-11,M,student556@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu1up901g5sd8c2dr6mch8,الفاتح,,حامد,الفاتح حامد,2020-04-30,M,student32@databayt.org,2026-02-17,Active,Grade 0-A,2026-02-17
cmlqu2kfi03aksd8cjwq7xm7a,الفاتح,,حامد,الفاتح حامد,2012-01-14,M,student875@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu2x14045vsd8cgzpbadil,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2008-10-12,M,student253@databayt.org,2026-02-17,Active,Grade 12-B,2026-02-17
cmlqu219j01xrsd8c63avxfnz,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2018-11-19,M,student205@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu2rm803sesd8cdqckmct5,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2010-12-08,M,student901@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu2bp202ogsd8c7j53fvb9,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2015-11-16,M,student550@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu26l102b0sd8ces6m2w22,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2017-09-06,M,student365@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu2m1803f5sd8cd1b1u13o,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2012-06-02,M,student724@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu2gwz031xsd8csh4a54mr,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2014-04-09,M,student601@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu1wb601kbsd8cnl18jsqf,الفاتح,,عبدالرحمن,الفاتح عبدالرحمن,2020-05-15,M,student178@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu2tgy03wwsd8clk6b7tnn,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2009-11-18,M,student928@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu1xvh01opsd8cyquc4ya3,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2019-03-19,M,student156@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu2nub03jgsd8c8aillr1z,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2011-09-11,M,student757@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu283i02fpsd8c836mgf4o,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2016-03-14,M,student391@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu1t1y01bisd8c71aiorke,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2021-08-25,M,student34@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu2ikr0362sd8c4feadji3,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2013-02-26,M,student640@databayt.org,2026-02-17,Active,Grade 7-C,2026-02-17
cmlqu2dec02susd8cl4q909yy,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2015-09-01,M,student453@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu22tc0225sd8cib9hgfdn,الفاتح,,عبدالقادر,الفاتح عبدالقادر,2018-12-13,M,student284@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu2qnz03q9sd8cvw45fise,جميلة,,الطيب,جميلة الطيب,2010-04-03,F,student837@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu20dm01vnsd8cpx2hpvyy,جميلة,,الطيب,جميلة الطيب,2018-03-31,F,student682@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu2aw802mdsd8ca9mn515i,جميلة,,الطيب,جميلة الطيب,2015-05-11,F,student534@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu1vix01hzsd8c0wnth2q3,جميلة,,الطيب,جميلة الطيب,2020-07-14,F,student79@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu2fsu02zjsd8c70zs8k11,جميلة,,الطيب,جميلة الطيب,2014-03-27,F,student733@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu2w4j043isd8cln7ko78r,جميلة,,الطيب,جميلة الطيب,2008-12-07,F,student590@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu2l7703cvsd8c63rqlcq8,جميلة,,الطيب,جميلة الطيب,2012-01-21,F,student776@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu25kp028ssd8cncns53i6,جميلة,,الطيب,جميلة الطيب,2017-02-10,F,student437@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu1x3h01mpsd8cgzpmzls2,جميلة,,كمال,جميلة كمال,2019-10-03,F,student174@databayt.org,2026-02-17,Active,Grade 1-B,2026-02-17
cmlqu27ce02dfsd8czjzlpw65,جميلة,,كمال,جميلة كمال,2016-12-20,F,student396@databayt.org,2026-02-17,Active,Grade 4-A,2026-02-17
cmlqu221n0200sd8cv3lmzax8,جميلة,,كمال,جميلة كمال,2018-02-08,F,student203@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu2hq20343sd8cbumh4kfx,جميلة,,كمال,جميلة كمال,2013-05-04,F,student595@databayt.org,2026-02-17,Active,Grade 7-C,2026-02-17
cmlqu2xtr0483sd8cl1zbnsiy,جميلة,,كمال,جميلة كمال,2008-04-17,F,student730@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu2sld03ursd8cfnk8k4qy,جميلة,,كمال,جميلة كمال,2010-02-07,F,student935@databayt.org,2026-02-17,Active,Grade 10-C,2026-02-17
cmlqu2ch302qlsd8cogfansmp,جميلة,,كمال,جميلة كمال,2015-02-11,F,student523@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu2myp03hasd8cixxznqzx,جميلة,,كمال,جميلة كمال,2012-07-09,F,student659@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu1ttt01drsd8cbmp0gomz,جميلة,,يوسف,جميلة يوسف,2021-11-14,F,student65@databayt.org,2026-02-17,Active,Grade -1-A,2026-02-17
cmlqu1ysl01r2sd8c4obyuhen,جميلة,,يوسف,جميلة يوسف,2019-03-12,F,student120@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
